insight_id,category,kol_tier,kol_is_investigator,region,novelty_score,n_corroborating_notes,days_since_captured,sentiment,has_compliance_flag,insight_char_length,aligned_to_strategic_priority,selected_for_review
HIST-01077,UNMET_NEED,2,0,APAC,0.127,1,137,0,0,164,0,0
HIST-01078,COMPETITIVE_LANDSCAPE,3,0,APAC,0.269,0,256,-1,0,241,0,0
HIST-01079,SAFETY_TOLERABILITY,2,0,US-East,0.316,2,33,-1,0,199,0,0
HIST-01080,CLINICAL_TRIAL_EXPERIENCE,3,0,US-East,0.174,0,213,0,0,214,0,0
HIST-01081,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.168,0,396,1,0,291,0,0
HIST-01082,GUIDELINES_PRACTICE_PATTERNS,3,1,US-East,0.649,6,240,-1,0,148,0,0
HIST-01083,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-East,0.105,0,127,0,0,198,0,0
HIST-01084,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.135,6,332,0,0,141,0,0
HIST-01085,DATA_GAP_EVIDENCE_NEED,3,0,US-Central,0.145,5,44,-1,0,248,0,0
HIST-01086,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-West,0.05,0,325,1,1,196,1,0
HIST-01087,DOSING_ADMINISTRATION,3,0,US-East,0.327,8,12,-1,0,130,1,0
HIST-01088,DIAGNOSTIC_MONITORING,3,0,US-East,0.498,3,373,-1,0,208,1,0
HIST-01089,UNMET_NEED,3,1,APAC,0.462,2,150,-1,0,81,0,0
HIST-01090,ACCESS_REIMBURSEMENT,2,0,EMEA,0.239,5,264,1,0,205,0,0
HIST-01091,EFFICACY_REAL_WORLD,3,0,APAC,0.261,0,392,0,0,255,1,0
HIST-01092,PATIENT_SELECTION_POSITIONING,1,0,US-Central,0.673,0,362,1,0,237,0,0
HIST-01093,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.197,6,399,-1,0,293,1,0
HIST-01094,DIAGNOSTIC_MONITORING,2,1,US-East,0.487,5,60,0,1,144,1,1
HIST-01095,EFFICACY_REAL_WORLD,3,0,US-Central,0.649,0,222,0,0,194,1,0
HIST-01096,DIAGNOSTIC_MONITORING,3,0,US-East,0.034,0,5,-1,0,190,1,0
HIST-01097,SAFETY_TOLERABILITY,2,1,EMEA,0.167,3,237,0,0,90,1,0
HIST-01098,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.116,10,126,0,1,136,0,1
HIST-01099,ACCESS_REIMBURSEMENT,3,0,US-West,0.477,9,215,0,0,214,0,0
HIST-01100,ACCESS_REIMBURSEMENT,3,0,EMEA,0.09,2,331,-1,0,189,1,0
HIST-01101,UNMET_NEED,3,0,US-Central,0.734,1,180,1,0,97,0,0
HIST-01102,ACCESS_REIMBURSEMENT,2,0,US-West,0.093,6,41,-1,1,181,1,0
HIST-01103,DATA_GAP_EVIDENCE_NEED,2,1,US-West,0.208,9,146,-1,0,120,0,0
HIST-01104,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.355,6,288,0,0,304,0,0
HIST-01105,EFFICACY_REAL_WORLD,1,1,EMEA,0.508,4,235,-1,0,257,1,1
HIST-01106,ACCESS_REIMBURSEMENT,3,0,EMEA,0.121,9,16,-1,0,156,1,0
HIST-01107,UNMET_NEED,1,1,US-East,0.146,3,85,0,1,242,1,1
HIST-01108,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.346,1,283,0,0,79,0,0
HIST-01109,EFFICACY_REAL_WORLD,3,1,US-East,0.138,1,273,0,0,95,0,0
HIST-01110,SAFETY_TOLERABILITY,1,1,APAC,0.074,4,190,1,0,290,0,1
HIST-01111,EFFICACY_REAL_WORLD,2,0,APAC,0.103,6,213,1,0,161,1,0
HIST-01112,GUIDELINES_PRACTICE_PATTERNS,2,1,APAC,0.38,2,115,1,0,98,0,0
HIST-01113,SAFETY_TOLERABILITY,1,1,US-West,0.344,1,134,1,0,196,0,1
HIST-01114,ACCESS_REIMBURSEMENT,2,0,US-Central,0.125,2,278,0,0,211,0,0
HIST-01115,DOSING_ADMINISTRATION,3,0,US-East,0.102,0,177,0,0,286,1,0
HIST-01116,DATA_GAP_EVIDENCE_NEED,2,1,US-East,0.416,1,272,0,0,365,1,0
HIST-01117,ACCESS_REIMBURSEMENT,3,0,US-East,0.166,5,253,-1,0,259,0,0
HIST-01118,GUIDELINES_PRACTICE_PATTERNS,2,0,US-East,0.168,2,106,0,0,298,1,0
HIST-01119,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.289,0,177,0,0,166,1,0
HIST-01120,COMPETITIVE_LANDSCAPE,3,0,APAC,0.601,4,302,1,1,79,1,0
HIST-01121,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-West,0.314,3,391,-1,0,97,0,0
HIST-01122,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.276,0,208,1,0,144,1,0
HIST-01123,PATIENT_EXPERIENCE_ADHERENCE,3,0,APAC,0.309,4,122,0,0,198,1,0
HIST-01124,DOSING_ADMINISTRATION,3,0,EMEA,0.227,4,49,-1,0,371,1,0
HIST-01125,GUIDELINES_PRACTICE_PATTERNS,1,0,US-Central,0.07,2,266,1,0,303,0,0
HIST-01126,DIAGNOSTIC_MONITORING,2,0,US-West,0.339,3,229,1,0,113,1,0
HIST-01127,EFFICACY_REAL_WORLD,2,1,US-West,0.041,1,3,-1,0,191,1,1
HIST-01128,PATIENT_SELECTION_POSITIONING,1,0,US-East,0.047,6,251,0,0,227,0,0
HIST-01129,EFFICACY_REAL_WORLD,2,0,US-West,0.23,6,323,0,0,279,0,0
HIST-01130,ACCESS_REIMBURSEMENT,3,1,EMEA,0.257,0,181,0,0,181,0,0
HIST-01131,DOSING_ADMINISTRATION,3,0,US-East,0.543,9,17,-1,0,228,0,0
HIST-01132,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.185,1,205,0,0,140,0,0
HIST-01133,GUIDELINES_PRACTICE_PATTERNS,1,0,APAC,0.504,4,99,0,0,211,1,1
HIST-01134,DIAGNOSTIC_MONITORING,2,1,US-West,0.516,4,292,-1,0,145,0,0
HIST-01135,DIAGNOSTIC_MONITORING,3,1,EMEA,0.293,2,377,0,0,340,1,0
HIST-01136,COMPETITIVE_LANDSCAPE,1,1,US-West,0.223,0,186,1,0,239,1,0
HIST-01137,COMPETITIVE_LANDSCAPE,3,0,US-East,0.421,1,278,0,0,175,0,0
HIST-01138,ACCESS_REIMBURSEMENT,3,0,APAC,0.178,2,288,0,0,186,1,1
HIST-01139,UNMET_NEED,3,0,US-Central,0.254,0,254,-1,0,95,0,0
HIST-01140,UNMET_NEED,1,1,APAC,0.338,3,213,0,0,258,0,0
HIST-01141,COMPETITIVE_LANDSCAPE,1,1,APAC,0.44,3,177,0,0,186,1,1
HIST-01142,DOSING_ADMINISTRATION,3,0,EMEA,0.204,4,364,1,0,132,1,0
HIST-01143,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-West,0.218,0,19,0,0,145,0,0
HIST-01144,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.359,4,102,1,1,202,1,1
HIST-01145,SAFETY_TOLERABILITY,1,0,US-Central,0.069,3,138,1,0,121,0,0
HIST-01146,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-East,0.225,4,220,0,1,204,0,0
HIST-01147,CLINICAL_TRIAL_EXPERIENCE,1,1,APAC,0.263,1,60,-1,0,198,0,0
HIST-01148,PATIENT_SELECTION_POSITIONING,3,0,EMEA,0.193,0,375,0,0,150,1,0
HIST-01149,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.085,2,369,1,0,87,0,0
HIST-01150,DIAGNOSTIC_MONITORING,2,0,US-West,0.151,1,251,-1,0,202,0,0
HIST-01151,DATA_GAP_EVIDENCE_NEED,2,0,US-West,0.111,5,138,0,0,253,0,1
HIST-01152,COMPETITIVE_LANDSCAPE,3,0,APAC,0.263,5,198,0,0,137,0,0
HIST-01153,SAFETY_TOLERABILITY,2,0,US-East,0.479,4,282,-1,0,191,1,1
HIST-01154,GUIDELINES_PRACTICE_PATTERNS,3,1,US-East,0.179,2,304,0,0,210,0,0
HIST-01155,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-East,0.335,2,59,0,0,62,0,1
HIST-01156,EFFICACY_REAL_WORLD,2,0,US-East,0.096,0,298,0,0,218,1,0
HIST-01157,COMPETITIVE_LANDSCAPE,2,1,US-East,0.611,6,4,0,0,266,1,0
HIST-01158,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.658,5,111,0,0,144,1,0
HIST-01159,COMPETITIVE_LANDSCAPE,3,1,US-West,0.15,5,98,1,0,237,1,1
HIST-01160,EFFICACY_REAL_WORLD,3,1,EMEA,0.321,3,328,1,0,94,0,0
HIST-01161,ACCESS_REIMBURSEMENT,2,0,US-East,0.213,4,162,1,0,218,0,0
HIST-01162,EFFICACY_REAL_WORLD,1,1,US-East,0.063,0,236,-1,0,108,1,0
HIST-01163,SAFETY_TOLERABILITY,1,0,EMEA,0.146,7,340,0,0,257,0,0
HIST-01164,DATA_GAP_EVIDENCE_NEED,1,0,US-Central,0.019,1,161,1,0,328,1,1
HIST-01165,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-East,0.096,5,182,1,0,125,1,0
HIST-01166,PATIENT_SELECTION_POSITIONING,3,1,US-West,0.355,2,262,0,0,311,0,0
HIST-01167,DIAGNOSTIC_MONITORING,2,1,US-West,0.331,8,217,0,0,144,0,0
HIST-01168,GUIDELINES_PRACTICE_PATTERNS,1,1,EMEA,0.195,1,63,0,0,189,1,0
HIST-01169,UNMET_NEED,2,0,US-Central,0.426,7,51,-1,0,217,1,0
HIST-01170,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.509,6,90,1,0,139,0,0
HIST-01171,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.211,0,169,1,0,43,1,0
HIST-01172,DIAGNOSTIC_MONITORING,3,0,APAC,0.538,5,179,-1,0,156,0,0
HIST-01173,ACCESS_REIMBURSEMENT,3,0,US-West,0.2,8,325,-1,0,250,0,0
HIST-01174,EFFICACY_REAL_WORLD,1,0,US-West,0.41,2,150,-1,0,235,1,0
HIST-01175,COMPETITIVE_LANDSCAPE,3,1,APAC,0.381,1,184,-1,1,182,0,1
HIST-01176,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.361,1,335,0,0,115,0,0
HIST-01177,SAFETY_TOLERABILITY,3,0,US-East,0.134,0,134,0,0,212,0,0
HIST-01178,ACCESS_REIMBURSEMENT,1,0,US-West,0.138,0,48,0,0,171,1,0
HIST-01179,PATIENT_SELECTION_POSITIONING,2,1,US-West,0.354,3,147,0,0,331,1,0
HIST-01180,PATIENT_SELECTION_POSITIONING,3,0,APAC,0.162,6,330,0,0,91,0,0
HIST-01181,ACCESS_REIMBURSEMENT,2,1,EMEA,0.085,4,357,-1,0,242,1,0
HIST-01182,DATA_GAP_EVIDENCE_NEED,3,0,US-Central,0.453,9,282,0,0,117,1,1
HIST-01183,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.408,5,126,1,0,251,1,0
HIST-01184,DIAGNOSTIC_MONITORING,2,0,US-West,0.432,2,304,0,0,277,0,0
HIST-01185,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.35,2,396,1,0,241,0,0
HIST-01186,SAFETY_TOLERABILITY,1,0,EMEA,0.436,1,336,-1,0,227,0,1
HIST-01187,DOSING_ADMINISTRATION,1,1,EMEA,0.283,0,66,0,0,234,1,0
HIST-01188,SAFETY_TOLERABILITY,1,0,US-East,0.221,1,65,0,0,219,0,0
HIST-01189,SAFETY_TOLERABILITY,3,0,US-West,0.558,0,61,-1,0,139,1,0
HIST-01190,ACCESS_REIMBURSEMENT,2,1,US-East,0.232,3,51,-1,0,215,0,0
HIST-01191,CLINICAL_TRIAL_EXPERIENCE,3,0,EMEA,0.606,1,271,0,0,204,0,1
HIST-01192,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.14,1,269,1,0,291,0,0
HIST-01193,ACCESS_REIMBURSEMENT,1,1,US-East,0.11,1,239,0,1,179,0,0
HIST-01194,CLINICAL_TRIAL_EXPERIENCE,3,0,US-Central,0.321,1,57,0,0,221,1,0
HIST-01195,SAFETY_TOLERABILITY,3,0,APAC,0.155,0,190,1,0,86,1,0
HIST-01196,COMPETITIVE_LANDSCAPE,3,0,APAC,0.377,4,189,-1,0,269,1,0
HIST-01197,DATA_GAP_EVIDENCE_NEED,2,1,APAC,0.067,2,154,-1,0,204,1,0
HIST-01198,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.417,1,246,0,0,142,1,0
HIST-01199,ACCESS_REIMBURSEMENT,2,1,APAC,0.395,3,205,-1,0,203,0,1
HIST-01200,DIAGNOSTIC_MONITORING,1,1,US-East,0.369,2,200,0,0,109,1,1
HIST-01201,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.147,8,104,1,0,141,0,0
HIST-01202,GUIDELINES_PRACTICE_PATTERNS,1,1,EMEA,0.225,8,220,-1,0,251,0,1
HIST-01203,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-East,0.138,0,116,-1,1,215,1,0
HIST-01204,ACCESS_REIMBURSEMENT,2,0,US-East,0.445,3,372,0,0,202,0,0
HIST-01205,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.268,5,225,0,1,245,0,0
HIST-01206,DOSING_ADMINISTRATION,1,1,US-West,0.565,1,263,0,0,128,1,0
HIST-01207,UNMET_NEED,2,0,US-West,0.177,8,54,-1,0,237,1,0
HIST-01208,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.252,7,352,0,0,147,0,0
HIST-01209,DIAGNOSTIC_MONITORING,1,1,US-East,0.094,3,240,-1,0,191,0,0
HIST-01210,EFFICACY_REAL_WORLD,3,0,US-Central,0.522,2,299,-1,1,236,0,0
HIST-01211,DOSING_ADMINISTRATION,2,0,APAC,0.122,0,397,-1,0,199,1,1
HIST-01212,ACCESS_REIMBURSEMENT,2,0,US-East,0.118,2,391,-1,0,29,0,0
HIST-01213,PATIENT_SELECTION_POSITIONING,3,1,US-West,0.141,1,375,0,0,251,1,0
HIST-01214,DOSING_ADMINISTRATION,2,0,US-East,0.468,9,338,-1,0,231,0,0
HIST-01215,DIAGNOSTIC_MONITORING,2,0,US-West,0.139,5,286,1,0,150,0,1
HIST-01216,COMPETITIVE_LANDSCAPE,3,0,EMEA,0.125,7,225,0,0,232,1,0
HIST-01217,DIAGNOSTIC_MONITORING,3,1,APAC,0.212,2,372,1,1,96,0,0
HIST-01218,DATA_GAP_EVIDENCE_NEED,2,0,US-West,0.154,4,294,0,0,343,0,0
HIST-01219,SAFETY_TOLERABILITY,3,0,APAC,0.116,8,248,1,0,211,0,0
HIST-01220,PATIENT_EXPERIENCE_ADHERENCE,3,0,APAC,0.551,5,116,-1,0,153,1,1
HIST-01221,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-Central,0.234,1,81,1,0,231,1,0
HIST-01222,CLINICAL_TRIAL_EXPERIENCE,3,1,US-West,0.386,2,69,-1,0,181,0,0
HIST-01223,COMPETITIVE_LANDSCAPE,3,0,APAC,0.525,0,73,1,0,247,1,0
HIST-01224,COMPETITIVE_LANDSCAPE,2,1,US-East,0.433,5,255,1,0,269,1,0
HIST-01225,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.408,7,83,0,0,221,0,0
HIST-01226,COMPETITIVE_LANDSCAPE,3,0,US-East,0.412,1,210,0,0,180,1,0
HIST-01227,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.254,5,121,-1,0,282,0,0
HIST-01228,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.659,4,120,0,0,134,1,0
HIST-01229,EFFICACY_REAL_WORLD,3,1,US-West,0.292,5,399,1,0,185,1,0
HIST-01230,DOSING_ADMINISTRATION,3,0,EMEA,0.227,4,219,0,0,234,0,0
HIST-01231,CLINICAL_TRIAL_EXPERIENCE,3,1,APAC,0.539,0,40,1,0,238,1,1
HIST-01232,GUIDELINES_PRACTICE_PATTERNS,1,0,US-East,0.544,0,60,-1,0,128,0,0
HIST-01233,UNMET_NEED,2,1,US-West,0.235,5,77,-1,0,270,1,0
HIST-01234,SAFETY_TOLERABILITY,2,0,EMEA,0.112,4,58,-1,1,129,1,1
HIST-01235,CLINICAL_TRIAL_EXPERIENCE,3,0,EMEA,0.506,4,221,1,0,306,0,0
HIST-01236,DATA_GAP_EVIDENCE_NEED,1,1,EMEA,0.441,5,380,0,0,210,0,0
HIST-01237,UNMET_NEED,2,0,EMEA,0.424,0,396,0,0,247,1,0
HIST-01238,DOSING_ADMINISTRATION,2,0,EMEA,0.338,8,297,1,0,165,0,0
HIST-01239,DIAGNOSTIC_MONITORING,2,0,US-Central,0.159,5,332,0,0,251,0,0
HIST-01240,DOSING_ADMINISTRATION,1,0,EMEA,0.501,3,75,0,0,108,0,0
HIST-01241,SAFETY_TOLERABILITY,3,1,APAC,0.649,1,244,-1,1,218,1,1
HIST-01242,ACCESS_REIMBURSEMENT,1,1,US-West,0.381,5,265,0,0,122,0,0
HIST-01243,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.579,2,12,0,0,50,1,0
HIST-01244,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.234,5,39,1,0,92,0,0
HIST-01245,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-East,0.156,0,384,0,0,183,0,0
HIST-01246,PATIENT_SELECTION_POSITIONING,2,0,EMEA,0.116,9,353,1,0,242,0,0
HIST-01247,DIAGNOSTIC_MONITORING,3,0,APAC,0.011,4,356,0,0,226,0,0
HIST-01248,DIAGNOSTIC_MONITORING,2,0,EMEA,0.356,2,1,1,0,51,0,0
HIST-01249,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.047,11,343,1,0,250,0,0
HIST-01250,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.136,1,12,-1,0,237,1,0
HIST-01251,PATIENT_EXPERIENCE_ADHERENCE,2,1,APAC,0.259,8,219,-1,0,196,0,0
HIST-01252,ACCESS_REIMBURSEMENT,2,1,US-Central,0.086,6,33,-1,0,171,0,1
HIST-01253,CLINICAL_TRIAL_EXPERIENCE,3,0,US-East,0.106,0,399,-1,0,294,0,0
HIST-01254,GUIDELINES_PRACTICE_PATTERNS,3,1,US-West,0.048,3,261,1,0,197,1,0
HIST-01255,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-East,0.115,9,68,-1,0,167,1,0
HIST-01256,ACCESS_REIMBURSEMENT,1,1,US-West,0.567,4,378,0,0,252,1,0
HIST-01257,CLINICAL_TRIAL_EXPERIENCE,3,0,US-Central,0.454,0,95,0,0,266,0,0
HIST-01258,ACCESS_REIMBURSEMENT,2,0,US-East,0.221,1,399,0,0,216,1,0
HIST-01259,GUIDELINES_PRACTICE_PATTERNS,1,1,US-Central,0.152,1,197,-1,0,229,0,0
HIST-01260,UNMET_NEED,1,1,US-East,0.264,1,110,1,0,54,0,0
HIST-01261,DOSING_ADMINISTRATION,3,0,US-East,0.249,1,249,0,0,216,0,0
HIST-01262,ACCESS_REIMBURSEMENT,3,0,EMEA,0.607,0,364,1,0,227,1,0
HIST-01263,DIAGNOSTIC_MONITORING,3,0,US-West,0.288,6,285,0,0,161,1,0
HIST-01264,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.481,5,263,-1,0,196,0,0
HIST-01265,DIAGNOSTIC_MONITORING,2,0,APAC,0.43,1,72,1,0,222,0,0
HIST-01266,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-Central,0.085,4,67,1,0,100,0,0
HIST-01267,DIAGNOSTIC_MONITORING,1,0,US-Central,0.288,2,143,0,0,238,0,0
HIST-01268,SAFETY_TOLERABILITY,2,0,EMEA,0.099,7,64,1,0,285,0,0
HIST-01269,DATA_GAP_EVIDENCE_NEED,2,0,US-West,0.55,2,145,0,1,208,1,0
HIST-01270,GUIDELINES_PRACTICE_PATTERNS,3,0,US-East,0.599,0,134,0,1,161,0,0
HIST-01271,EFFICACY_REAL_WORLD,3,0,APAC,0.573,0,171,-1,0,173,0,0
HIST-01272,COMPETITIVE_LANDSCAPE,2,0,US-East,0.164,1,254,-1,0,225,0,0
HIST-01273,EFFICACY_REAL_WORLD,1,0,US-East,0.06,0,197,1,0,235,1,0
HIST-01274,ACCESS_REIMBURSEMENT,1,0,APAC,0.131,2,90,-1,0,142,1,0
HIST-01275,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.281,9,96,0,0,388,0,0
HIST-01276,COMPETITIVE_LANDSCAPE,2,1,US-Central,0.243,11,172,1,0,234,0,0
HIST-01277,DIAGNOSTIC_MONITORING,3,0,US-West,0.322,3,151,-1,0,229,0,0
HIST-01278,UNMET_NEED,1,1,APAC,0.74,0,210,0,0,137,0,0
HIST-01279,ACCESS_REIMBURSEMENT,1,1,APAC,0.588,1,75,0,0,160,0,1
HIST-01280,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.542,2,196,0,0,117,1,0
HIST-01281,CLINICAL_TRIAL_EXPERIENCE,1,0,US-East,0.21,4,21,1,0,314,1,0
HIST-01282,GUIDELINES_PRACTICE_PATTERNS,1,0,EMEA,0.444,2,196,-1,1,166,1,0
HIST-01283,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.297,6,119,1,0,223,1,0
HIST-01284,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.449,9,249,0,0,236,1,0
HIST-01285,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.189,7,281,0,0,288,0,0
HIST-01286,DIAGNOSTIC_MONITORING,2,0,EMEA,0.299,1,196,0,0,158,0,0
HIST-01287,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.159,1,122,-1,0,139,1,0
HIST-01288,UNMET_NEED,3,1,EMEA,0.254,3,302,1,0,241,0,0
HIST-01289,DIAGNOSTIC_MONITORING,1,1,US-West,0.309,0,282,-1,0,361,0,1
HIST-01290,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.192,0,350,0,0,160,1,0
HIST-01291,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-West,0.521,3,214,1,1,206,0,0
HIST-01292,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.549,10,99,-1,0,202,0,1
HIST-01293,DOSING_ADMINISTRATION,1,1,US-West,0.209,4,351,-1,0,157,0,0
HIST-01294,COMPETITIVE_LANDSCAPE,2,0,EMEA,0.43,4,146,-1,0,186,0,0
HIST-01295,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.105,8,128,-1,0,260,0,0
HIST-01296,GUIDELINES_PRACTICE_PATTERNS,1,1,APAC,0.07,0,269,-1,0,222,1,0
HIST-01297,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.086,1,252,0,0,206,0,0
HIST-01298,PATIENT_SELECTION_POSITIONING,3,1,US-West,0.578,5,291,0,0,168,1,1
HIST-01299,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.522,3,231,0,0,157,1,0
HIST-01300,DATA_GAP_EVIDENCE_NEED,3,1,US-Central,0.272,0,177,0,0,277,1,0
HIST-01301,PATIENT_EXPERIENCE_ADHERENCE,2,1,APAC,0.248,3,16,-1,0,156,1,0
HIST-01302,SAFETY_TOLERABILITY,2,0,US-Central,0.054,2,374,0,0,276,0,0
HIST-01303,SAFETY_TOLERABILITY,3,1,US-West,0.181,6,289,1,0,162,0,0
HIST-01304,DIAGNOSTIC_MONITORING,2,1,US-East,0.252,1,95,0,0,206,0,0
HIST-01305,COMPETITIVE_LANDSCAPE,2,1,APAC,0.478,2,399,-1,0,259,1,1
HIST-01306,UNMET_NEED,3,0,EMEA,0.708,0,102,0,0,169,1,0
HIST-01307,DOSING_ADMINISTRATION,2,0,US-East,0.217,0,193,1,0,243,0,0
HIST-01308,SAFETY_TOLERABILITY,3,0,US-East,0.595,8,46,1,0,174,1,1
HIST-01309,UNMET_NEED,2,0,US-West,0.222,1,97,-1,0,183,1,0
HIST-01310,DATA_GAP_EVIDENCE_NEED,1,1,APAC,0.409,7,261,-1,0,203,0,1
HIST-01311,PATIENT_SELECTION_POSITIONING,1,1,APAC,0.12,4,346,0,0,111,0,0
HIST-01312,ACCESS_REIMBURSEMENT,3,1,US-Central,0.056,4,302,0,0,75,0,0
HIST-01313,UNMET_NEED,2,0,US-Central,0.486,2,118,0,0,348,0,0
HIST-01314,DOSING_ADMINISTRATION,2,0,APAC,0.227,7,272,0,0,195,1,0
HIST-01315,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-East,0.263,2,146,-1,0,182,0,0
HIST-01316,SAFETY_TOLERABILITY,1,0,US-West,0.239,7,274,0,0,208,0,1
HIST-01317,DIAGNOSTIC_MONITORING,2,0,EMEA,0.162,2,311,1,0,126,1,0
HIST-01318,COMPETITIVE_LANDSCAPE,3,0,US-West,0.114,1,125,1,1,222,1,0
HIST-01319,DATA_GAP_EVIDENCE_NEED,2,1,US-West,0.145,2,14,-1,0,307,1,0
HIST-01320,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.315,4,220,0,0,296,1,0
HIST-01321,DIAGNOSTIC_MONITORING,3,0,US-Central,0.326,2,369,1,0,281,0,0
HIST-01322,ACCESS_REIMBURSEMENT,3,0,EMEA,0.362,0,161,-1,0,146,1,1
HIST-01323,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.084,6,100,0,0,229,0,0
HIST-01324,EFFICACY_REAL_WORLD,2,0,EMEA,0.259,6,257,-1,0,114,1,0
HIST-01325,SAFETY_TOLERABILITY,1,1,APAC,0.492,0,294,0,0,185,1,1
HIST-01326,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.429,2,354,-1,0,285,0,1
HIST-01327,DIAGNOSTIC_MONITORING,1,1,APAC,0.295,7,343,0,0,263,0,0
HIST-01328,SAFETY_TOLERABILITY,2,0,APAC,0.294,3,100,0,1,277,0,1
HIST-01329,SAFETY_TOLERABILITY,1,0,APAC,0.289,1,9,0,0,112,0,0
HIST-01330,UNMET_NEED,2,0,APAC,0.371,0,207,-1,0,161,1,1
HIST-01331,DATA_GAP_EVIDENCE_NEED,3,0,APAC,0.278,3,40,0,0,164,1,0
HIST-01332,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-East,0.498,1,359,-1,0,256,1,0
HIST-01333,UNMET_NEED,2,0,EMEA,0.24,11,176,-1,0,253,1,0
HIST-01334,ACCESS_REIMBURSEMENT,1,1,US-Central,0.332,2,103,0,0,175,1,1
HIST-01335,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.168,5,272,0,0,335,0,0
HIST-01336,DOSING_ADMINISTRATION,2,0,APAC,0.15,1,172,-1,0,223,1,0
HIST-01337,DOSING_ADMINISTRATION,2,0,US-Central,0.3,2,257,-1,1,242,0,0
HIST-01338,UNMET_NEED,1,1,US-West,0.204,0,133,0,0,157,0,0
HIST-01339,UNMET_NEED,2,1,APAC,0.182,7,188,-1,0,204,0,0
HIST-01340,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-East,0.245,3,391,0,0,291,0,0
HIST-01341,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.41,3,365,-1,0,166,0,0
HIST-01342,COMPETITIVE_LANDSCAPE,2,0,US-East,0.368,1,30,-1,0,272,1,0
HIST-01343,DOSING_ADMINISTRATION,1,1,US-Central,0.17,2,42,-1,0,194,1,1
HIST-01344,DOSING_ADMINISTRATION,3,0,APAC,0.429,9,1,0,1,213,1,1
HIST-01345,EFFICACY_REAL_WORLD,2,0,EMEA,0.284,11,113,-1,0,284,1,1
HIST-01346,SAFETY_TOLERABILITY,2,0,APAC,0.23,3,194,1,1,180,1,0
